3.983793e+01, -8.878200e+00, 8.147237e+00
3.983793e+01, -8.878200e+00, 9.057919e+00
3.983793e+01, -8.878200e+00, 1.269868e+00
3.983793e+01, -8.878200e+00, 9.133759e+00
3.983793e+01, -8.878200e+00, 6.323592e+00
3.983793e+01, -8.878200e+00, 9.754040e-01
3.983793e+01, -8.878202e+00, 2.784982e+00
3.983798e+01, -8.878202e+00, 5.468815e+00
3.983798e+01, -8.878202e+00, 9.575068e+00
3.983798e+01, -8.878200e+00, 9.648885e+00
3.983798e+01, -8.878200e+00, 1.576131e+00
3.983798e+01, -8.878200e+00, 9.705928e+00
3.983798e+01, -8.878200e+00, 9.571669e+00
3.983798e+01, -8.878200e+00, 4.853756e+00
3.983798e+01, -8.878200e+00, 8.002805e+00
3.983798e+01, -8.878200e+00, 1.418863e+00
3.983798e+01, -8.878200e+00, 4.217613e+00
3.983798e+01, -8.878200e+00, 9.157355e+00
3.983794e+01, -8.878155e+00, 7.922073e+00
3.983794e+01, -8.878155e+00, 9.594924e+00
3.983794e+01, -8.878155e+00, 6.557407e+00
