3.983793e+01, -8.878200e+00, 8.147237e+00
3.983793e+01, -8.878200e+00, 9.057919e+00
3.983793e+01, -8.878200e+00, 1.269868e+00
3.983793e+01, -8.878200e+00, 9.133759e+00
3.983793e+01, -8.878200e+00, 6.323592e+00
3.983793e+01, -8.878200e+00, 9.754040e-01
3.983793e+01, -8.878202e+00, 2.784982e+00
3.983798e+01, -8.878202e+00, 5.468815e+00
3.983798e+01, -8.878202e+00, 9.575068e+00
3.983798e+01, -8.878200e+00, 9.648885e+00
3.983798e+01, -8.878200e+00, 1.576131e+00
3.983798e+01, -8.878200e+00, 9.705928e+00
3.983798e+01, -8.878200e+00, 9.571669e+00
3.983798e+01, -8.878200e+00, 4.853756e+00
3.983798e+01, -8.878200e+00, 8.002805e+00
3.983798e+01, -8.878200e+00, 1.418863e+00
3.983798e+01, -8.878200e+00, 4.217613e+00
3.983798e+01, -8.878200e+00, 9.157355e+00
3.983794e+01, -8.878155e+00, 7.922073e+00
3.983794e+01, -8.878155e+00, 9.594924e+00
3.983794e+01, -8.878155e+00, 6.557407e+00
3.973600e+01, -8.821653e+00, 9.057919e+00
3.973599e+01, -8.821643e+00, 1.269868e+00
3.973597e+01, -8.821632e+00, 9.133759e+00
3.973596e+01, -8.821625e+00, 6.323592e+00
3.973595e+01, -8.821623e+00, 9.754040e-01
3.973595e+01, -8.821622e+00, 2.784982e+00
3.973594e+01, -8.821622e+00, 5.468815e+00
3.973594e+01, -8.821625e+00, 9.575068e+00
3.973593e+01, -8.821623e+00, 9.648885e+00
3.973593e+01, -8.821622e+00, 1.576131e+00
3.973593e+01, -8.821618e+00, 9.705928e+00
3.973592e+01, -8.821618e+00, 9.571669e+00
3.973591e+01, -8.821615e+00, 4.853756e+00
3.973591e+01, -8.821605e+00, 8.002805e+00
3.973589e+01, -8.821578e+00, 1.418863e+00
3.973589e+01, -8.821565e+00, 4.217613e+00
3.973589e+01, -8.821558e+00, 9.157355e+00
3.973589e+01, -8.821552e+00, 7.922073e+00
3.973589e+01, -8.821545e+00, 9.594924e+00
3.973589e+01, -8.821537e+00, 6.557407e+00
3.973589e+01, -8.821532e+00, 3.571168e-01
3.973589e+01, -8.821527e+00, 8.491293e+00
3.973589e+01, -8.821525e+00, 9.339932e+00
3.973589e+01, -8.821525e+00, 6.787352e+00
3.973589e+01, -8.821527e+00, 7.577401e+00
3.973589e+01, -8.821528e+00, 7.431325e+00
3.973588e+01, -8.821530e+00, 3.922270e+00
3.973588e+01, -8.821528e+00, 6.554779e+00
3.973586e+01, -8.821530e+00, 1.711867e+00
3.973584e+01, -8.821542e+00, 7.060461e+00
3.973583e+01, -8.821542e+00, 3.183285e-01
3.973583e+01, -8.821542e+00, 2.769230e+00
3.973582e+01, -8.821543e+00, 4.617139e-01
3.973582e+01, -8.821542e+00, 9.713178e-01
3.973581e+01, -8.821542e+00, 8.234578e+00
3.973581e+01, -8.821542e+00, 6.948286e+00
3.973581e+01, -8.821543e+00, 3.170995e+00
3.973580e+01, -8.821547e+00, 9.502220e+00
3.973580e+01, -8.821552e+00, 3.444608e-01
3.973580e+01, -8.821557e+00, 4.387444e+00
3.973579e+01, -8.821560e+00, 3.815585e+00
3.973578e+01, -8.821573e+00, 7.655168e+00
3.973577e+01, -8.821577e+00, 7.951999e+00
3.973576e+01, -8.821580e+00, 1.868726e+00
3.973574e+01, -8.821603e+00, 4.897644e+00
3.973574e+01, -8.821608e+00, 4.455862e+00
3.973574e+01, -8.821613e+00, 6.463130e+00
3.973573e+01, -8.821617e+00, 7.093648e+00
3.973572e+01, -8.821618e+00, 7.546867e+00
